Fall,College,Major Name,Total,Male,Female
2009.0,KL ,Horticulture ,51.0,34.0,17.0
2009.0,KL ,Human Development & Family St ,208.0,14.0,192.0
2009.0,KL ,"Intl, Resource, Consumer Econ ",2.0,2.0,0.0
2009.0,KL ,Natural Resrcs & Environ Sci ,195.0,99.0,96.0
2009.0,KL ,Technical Systems Management ,129.0,118.0,11.0
2009.0,KM ,Accountancy ,775.0,447.0,328.0
2009.0,KM ,Business Administration ,63.0,35.0,28.0
2009.0,KM ,Business Process Management ,18.0,10.0,8.0
2009.0,KM ,Finance ,545.0,393.0,152.0
2009.0,KM ,Information Sys & Info Tech ,37.0,30.0,7.0
2009.0,KM ,Management ,164.0,68.0,95.0
2009.0,KM ,Marketing ,151.0,58.0,93.0
2009.0,KM ,Supply Chain Management ,35.0,24.0,11.0
2009.0,KN ,Early Childhood Education ,39.0,1.0,38.0
2009.0,KN ,Elementary Education ,259.0,12.0,247.0
2009.0,KN ,Special Education ,67.0,9.0,58.0
2009.0,KP ,Aerospace Engineering ,382.0,330.0,52.0
2009.0,KP ,Agricultural & Biological Engr ,31.0,20.0,11.0
2009.0,KP ,Agricultural Engineering ,43.0,35.0,8.0
2009.0,KP ,Bioengineering ,140.0,83.0,57.0
2009.0,KP ,Civil Engineering ,764.0,552.0,210.0
2009.0,KP ,Computer Engineering ,469.0,423.0,45.0
2009.0,KP ,Computer Science ,680.0,614.0,66.0
2009.0,KP ,Electrical Engineering ,942.0,835.0,106.0
2009.0,KP ,Engineering Mechanics ,106.0,89.0,17.0
2009.0,KP ,Engineering Physics ,139.0,125.0,14.0
2009.0,KP ,General Engineering ,454.0,349.0,104.0
2009.0,KP ,Industrial Engineering ,116.0,86.0,30.0
2009.0,KP ,Materials Science & Engr ,305.0,225.0,80.0
2009.0,KP ,Mechanical Engineering ,765.0,680.0,83.0
2009.0,KP ,Nuclear Engineering ,78.0,69.0,9.0
2009.0,KP ,"Nuclear, Plasma, Radiolgc Engr ",77.0,61.0,16.0
2009.0,KR ,Architectural Studies ,552.0,317.0,235.0
2009.0,KR ,Art Education ,65.0,15.0,50.0
2009.0,KR ,Crafts ,14.0,3.0,11.0
2009.0,KR ,Dance ,67.0,6.0,61.0
2009.0,KR ,Graphic Design ,64.0,23.0,41.0
2009.0,KR ,History of Art ,13.0,0.0,13.0
2009.0,KR ,Industrial Design ,117.0,56.0,61.0
2009.0,KR ,Instrumental Music ,94.0,43.0,51.0
2009.0,KR ,Jazz Performance ,41.0,36.0,5.0
2009.0,KR ,Landscape Architecture ,94.0,56.0,38.0
2009.0,KR ,Music ,17.0,10.0,7.0
2009.0,KR ,Music Composition ,11.0,9.0,2.0
2009.0,KR ,Music Education ,214.0,101.0,113.0
2009.0,KR ,Music History ,7.0,3.0,4.0
2009.0,KR ,New Media ,22.0,10.0,12.0
2009.0,KR ,Open Studies ,12.0,7.0,5.0
2009.0,KR ,Painting ,31.0,9.0,22.0
2009.0,KR ,Photography ,33.0,8.0,25.0
2009.0,KR ,Sculpture ,5.0,1.0,4.0
2009.0,KR ,Theatre ,76.0,31.0,45.0
2009.0,KR ,Urban Planning ,103.0,72.0,31.0
2009.0,KR ,Voice ,30.0,7.0,23.0
2009.0,KT ,Advertising ,426.0,142.0,283.0
2009.0,KT ,Broadcast Journalism ,154.0,42.0,112.0
2009.0,KT ,Media Studies ,110.0,31.0,79.0
2009.0,KT ,Media and Cinema Studies ,1.0,1.0,0.0
2009.0,KT ,News-Editorial ,215.0,64.0,151.0
2009.0,KV ,Actuarial Science ,286.0,174.0,112.0
2009.0,KV ,African American Studies ,7.0,1.0,6.0
2009.0,KV ,Anthropology ,152.0,42.0,110.0
2009.0,KV ,Astronomy ,38.0,27.0,11.0
2009.0,KV ,Atmospheric Sciences ,62.0,38.0,24.0
2009.0,KV ,Biochemistry ,141.0,77.0,64.0
2009.0,KV ,Bioengineering ,1.0,1.0,0.0
2009.0,KV ,Biology ,11.0,6.0,5.0
2009.0,KV ,Chemical Engineering ,455.0,306.0,148.0
2009.0,KV ,Chemistry ,449.0,252.0,196.0
2009.0,KV ,Classics ,31.0,16.0,15.0
2009.0,KV ,Communication ,471.0,193.0,278.0
2009.0,KV ,Comparative Literature ,21.0,8.0,12.0
2009.0,KV ,E Asian Languages & Cultures ,72.0,33.0,39.0
2009.0,KV ,"Earth Systems, Env, & Society ",128.0,68.0,60.0
2009.0,KV ,Economics ,633.0,486.0,146.0
2009.0,KV ,English ,759.0,244.0,514.0
2009.0,KV ,Finance ,4.0,3.0,1.0
2009.0,KV ,French ,49.0,12.0,37.0
2009.0,KV ,Gender and Women's Studies ,9.0,1.0,8.0
2009.0,KV ,Geography ,24.0,17.0,6.0
2009.0,KV ,Geology ,51.0,34.0,17.0
2009.0,KV ,Germanic Lang & Lit ,29.0,11.0,17.0
2009.0,KV ,Global Studies ,93.0,25.0,68.0
2009.0,KV ,History ,508.0,332.0,175.0
2009.0,KV ,History of Art ,36.0,4.0,32.0
2009.0,KV ,Individual Plans of Study ,9.0,6.0,3.0
2009.0,KV ,Integrative Biology ,329.0,145.0,184.0
2009.0,KV ,Interdisciplinary ,45.0,19.0,26.0
2009.0,KV ,International Studies ,316.0,91.0,224.0
2009.0,KV ,Italian ,8.0,3.0,5.0
2009.0,KV ,Latin American Studies ,8.0,4.0,4.0
2009.0,KV ,Linguistics ,47.0,20.0,27.0
2009.0,KV ,Math & Computer Science ,79.0,68.0,11.0
2009.0,KV ,Mathematics ,129.0,68.0,61.0
2009.0,KV ,Molecular and Cellular Biology ,1041.0,524.0,514.0
2009.0,KV ,Philosophy ,96.0,76.0,20.0
2009.0,KV ,Physics ,168.0,149.0,19.0
2009.0,KV ,Political Science ,946.0,589.0,357.0
2009.0,KV ,Psychology ,1240.0,339.0,900.0
2009.0,KV ,Religion ,6.0,2.0,4.0
2009.0,KV ,Religious Studies ,19.0,9.0,10.0
2009.0,KV ,Rhetoric ,118.0,60.0,58.0
2009.0,KV ,Russian & E European Studies ,5.0,4.0,1.0
2009.0,KV ,Russian Lang & Literature ,4.0,2.0,2.0
2009.0,KV ,"Russian, E Eur, Eurasian St ",5.0,4.0,1.0
2009.0,KV ,Sociology ,442.0,170.0,271.0
2009.0,KV ,Spanish ,227.0,60.0,167.0
2009.0,KV ,Speech Communication ,359.0,146.0,213.0
2009.0,KV ,Statistics ,94.0,59.0,35.0
2009.0,KV ,Statistics & Computer Science ,16.0,13.0,3.0
2009.0,KV ,Teaching of French ,7.0,1.0,6.0
2009.0,KV ,Teaching of German ,3.0,1.0,2.0
2009.0,KV ,Teaching of Spanish ,28.0,6.0,22.0
2009.0,KY ,Athletic Training ,29.0,10.0,19.0
2009.0,KY ,Community Health ,555.0,113.0,441.0
2009.0,KY ,Health ,19.0,3.0,16.0
2009.0,KY ,Kinesiology ,575.0,242.0,332.0
2009.0,KY ,Leisure Studies ,1.0,1.0,0.0
2009.0,KY ,"Recreation, Sport, and Tourism ",364.0,241.0,122.0
2009.0,KY ,Speech & Hearing Science ,273.0,13.0,259.0
2009.0,LE ,Aviation Human Factors ,128.0,118.0,10.0
2010.0,KL ,Agr & Consumer Economics ,532.0,356.0,176.0
2010.0,KL ,Agr & Environmental Cmc & Educ ,90.0,26.0,64.0
2010.0,KL ,Agr Engineering & Agr Science ,41.0,35.0,6.0
2010.0,KL ,Agricultural & Biological Engr ,29.0,24.0,5.0
2010.0,KL ,Animal Sciences ,490.0,97.0,392.0
2010.0,KL ,Crop Sciences ,100.0,69.0,31.0
2010.0,KL ,Food Science & Human Nutrition ,372.0,74.0,298.0
2010.0,KL ,Horticulture ,43.0,29.0,14.0
2010.0,KL ,Human Development & Family St ,213.0,20.0,191.0
2010.0,KL ,Natural Resrcs & Environ Sci ,187.0,102.0,85.0
2010.0,KL ,Technical Systems Management ,149.0,139.0,10.0
2010.0,KM ,Accountancy ,875.0,499.0,376.0
2010.0,KM ,Business Administration ,8.0,4.0,4.0
2010.0,KM ,Business Process Management ,23.0,12.0,11.0
2010.0,KM ,Finance ,436.0,308.0,128.0
2010.0,KM ,Information Sys & Info Tech ,32.0,25.0,7.0
2010.0,KM ,Management ,181.0,91.0,89.0
2010.0,KM ,Marketing ,201.0,68.0,133.0
2010.0,KM ,Supply Chain Management ,52.0,32.0,20.0
2010.0,KN ,Early Childhood Education ,42.0,0.0,42.0
2010.0,KN ,Elementary Education ,268.0,14.0,253.0
2010.0,KN ,Special Education ,76.0,8.0,68.0
2010.0,KP ,Aerospace Engineering ,376.0,325.0,51.0
2010.0,KP ,Agricultural & Biological Engr ,64.0,44.0,20.0
2010.0,KP ,Agricultural Engineering ,31.0,24.0,7.0
2010.0,KP ,Bioengineering ,158.0,99.0,59.0
2010.0,KP ,Civil Engineering ,803.0,580.0,221.0
2010.0,KP ,Computer Engineering ,524.0,480.0,43.0
2010.0,KP ,Computer Science ,795.0,716.0,79.0
2010.0,KP ,Electrical Engineering ,1022.0,905.0,115.0
2010.0,KP ,Engineering Mechanics ,135.0,115.0,20.0
2010.0,KP ,Engineering Physics ,143.0,127.0,16.0
2010.0,KP ,General Engineering ,426.0,326.0,99.0
2010.0,KP ,Industrial Engineering ,161.0,122.0,39.0
2010.0,KP ,Materials Science & Engr ,309.0,239.0,70.0
2010.0,KP ,Mechanical Engineering ,802.0,718.0,82.0
2010.0,KP ,Nuclear Engineering ,92.0,80.0,12.0
2010.0,KP ,"Nuclear, Plasma, Radiolgc Engr ",82.0,69.0,13.0
2010.0,KR ,Architectural Studies ,503.0,290.0,213.0
2010.0,KR ,Art Education ,65.0,12.0,53.0
2010.0,KR ,Crafts ,14.0,1.0,13.0
2010.0,KR ,Dance ,67.0,6.0,61.0
2010.0,KR ,Graphic Design ,67.0,25.0,42.0
2010.0,KR ,History of Art ,13.0,0.0,13.0
2010.0,KR ,Industrial Design ,112.0,53.0,59.0
2010.0,KR ,Instrumental Music ,82.0,34.0,48.0
2010.0,KR ,Jazz Performance ,33.0,27.0,6.0
2010.0,KR ,Landscape Architecture ,84.0,44.0,40.0
2010.0,KR ,Music ,31.0,17.0,14.0
2010.0,KR ,Music Composition ,12.0,9.0,3.0
2010.0,KR ,Music Education ,185.0,87.0,98.0
2010.0,KR ,Music History ,8.0,3.0,5.0
2010.0,KR ,New Media ,25.0,8.0,17.0
2010.0,KR ,Open Studies ,8.0,3.0,5.0
2010.0,KR ,Painting ,35.0,9.0,26.0
2010.0,KR ,Photography ,36.0,9.0,27.0
2010.0,KR ,Sculpture ,3.0,1.0,2.0
2010.0,KR ,Theatre ,60.0,19.0,41.0
2010.0,KR ,Urban Planning ,104.0,67.0,37.0
2010.0,KR ,Voice ,32.0,6.0,26.0
2010.0,KT ,Advertising ,511.0,158.0,353.0
2010.0,KT ,Broadcast Journalism ,136.0,41.0,95.0
2010.0,KT ,Media Studies ,59.0,17.0,42.0
2010.0,KT ,Media and Cinema Studies ,62.0,33.0,29.0
2010.0,KT ,News-Editorial ,181.0,55.0,126.0
2010.0,KV ,Actuarial Science ,292.0,169.0,123.0
2010.0,KV ,African American Studies ,7.0,4.0,3.0
2010.0,KV ,Anthropology ,145.0,52.0,93.0
2010.0,KV ,Astronomy ,42.0,34.0,8.0
2010.0,KV ,Atmospheric Sciences ,78.0,52.0,26.0
2010.0,KV ,Biochemistry ,139.0,73.0,66.0
2010.0,KV ,Biology ,10.0,4.0,6.0
2010.0,KV ,Chemical Engineering ,514.0,351.0,162.0
2010.0,KV ,Chemistry ,463.0,265.0,197.0
2010.0,KV ,Classics ,30.0,17.0,13.0
2010.0,KV ,Communication ,791.0,311.0,480.0
2010.0,KV ,Comparative Literature ,19.0,7.0,11.0
2010.0,KV ,E Asian Languages & Cultures ,82.0,34.0,48.0
2010.0,KV ,"Earth Systems, Env, & Society ",158.0,85.0,73.0
2010.0,KV ,Economics ,650.0,481.0,169.0
2010.0,KV ,English ,686.0,224.0,461.0
2010.0,KV ,Finance ,2.0,2.0,0.0
2010.0,KV ,French ,48.0,14.0,34.0
2010.0,KV ,Gender and Women's Studies ,16.0,0.0,16.0
2010.0,KV ,Geography ,21.0,17.0,4.0
2010.0,KV ,Geology ,47.0,33.0,14.0
2010.0,KV ,Germanic Lang & Lit ,15.0,7.0,8.0
2010.0,KV ,Global Studies ,205.0,57.0,148.0
2010.0,KV ,History ,487.0,325.0,161.0
2010.0,KV ,History of Art ,31.0,0.0,31.0
2010.0,KV ,Individual Plans of Study ,8.0,6.0,2.0
2010.0,KV ,Integrative Biology ,361.0,152.0,209.0
2010.0,KV ,Interdisciplinary ,16.0,7.0,9.0
2010.0,KV ,International Studies ,132.0,33.0,98.0
2010.0,KV ,Italian ,5.0,1.0,4.0
2010.0,KV ,Latin American Studies ,6.0,3.0,3.0
2010.0,KV ,Linguistics ,40.0,16.0,24.0
2010.0,KV ,Math & Computer Science ,82.0,72.0,10.0
2010.0,KV ,Mathematics ,112.0,62.0,50.0
2010.0,KV ,Molecular and Cellular Biology ,1030.0,528.0,502.0
2010.0,KV ,Philosophy ,90.0,72.0,18.0
2010.0,KV ,Physics ,189.0,161.0,27.0
2010.0,KV ,Political Science ,841.0,531.0,310.0
2010.0,KV ,Psychology ,1299.0,416.0,880.0
2010.0,KV ,Religion ,15.0,8.0,7.0
2010.0,KV ,Religious Studies ,8.0,3.0,5.0
2010.0,KV ,Rhetoric ,108.0,62.0,46.0
2010.0,KV ,Russian & E European Studies ,4.0,4.0,0.0
2010.0,KV ,Russian Lang & Literature ,4.0,3.0,1.0
2010.0,KV ,"Russian, E Eur, Eurasian St ",6.0,6.0,0.0
2010.0,KV ,Sociology ,358.0,141.0,217.0
2010.0,KV ,Spanish ,189.0,41.0,148.0
2010.0,KV ,Speech Communication ,71.0,21.0,50.0
2010.0,KV ,Statistics ,115.0,74.0,41.0
2010.0,KV ,Statistics & Computer Science ,19.0,12.0,7.0
2010.0,KV ,Teaching of French ,4.0,0.0,4.0
2010.0,KV ,Teaching of German ,3.0,1.0,2.0
2010.0,KV ,Teaching of Spanish ,25.0,6.0,19.0
2010.0,KY ,Athletic Training ,34.0,9.0,25.0
2010.0,KY ,Community Health ,519.0,115.0,403.0
2010.0,KY ,Health ,79.0,20.0,59.0
2010.0,KY ,Kinesiology ,580.0,247.0,332.0
2010.0,KY ,"Recreation, Sport, and Tourism ",315.0,206.0,108.0
2010.0,KY ,Speech & Hearing Science ,275.0,11.0,264.0
2010.0,LE ,Aviation Human Factors ,101.0,94.0,7.0
2010.0,LL ,Social Work ,47.0,6.0,41.0
2011.0,KL ,Agr & Consumer Economics ,568.0,382.0,186.0
2011.0,KL ,Agr & Environmental Cmc & Educ ,78.0,19.0,59.0
2011.0,KL ,Agr Engineering & Agr Science ,21.0,18.0,3.0
2011.0,KL ,Agricultural & Biological Engr ,38.0,28.0,10.0
2011.0,KL ,Animal Sciences ,465.0,79.0,385.0
2011.0,KL ,Crop Sciences ,93.0,71.0,22.0
2011.0,KL ,Food Science & Human Nutrition ,414.0,85.0,329.0
2011.0,KL ,Horticulture ,33.0,21.0,12.0
2011.0,KL ,Human Development & Family St ,217.0,16.0,201.0
2011.0,KL ,Natural Resrcs & Environ Sci ,235.0,122.0,113.0
2011.0,KL ,Technical Systems Management ,189.0,175.0,14.0
2011.0,KM ,Accountancy ,942.0,517.0,425.0
2011.0,KM ,Business Administration ,1.0,1.0,0.0
2011.0,KM ,Business Process Management ,31.0,18.0,13.0
2011.0,KM ,Finance ,492.0,358.0,134.0
2011.0,KM ,Information Sys & Info Tech ,35.0,28.0,7.0
2011.0,KM ,Management ,150.0,77.0,73.0
2011.0,KM ,Marketing ,205.0,72.0,133.0
2011.0,KM ,Supply Chain Management ,50.0,27.0,23.0
2011.0,KN ,Early Childhood Education ,38.0,0.0,38.0
2011.0,KN ,Elementary Education ,273.0,19.0,253.0
2011.0,KN ,Special Education ,76.0,9.0,67.0
2011.0,KP ,Aerospace Engineering ,366.0,316.0,50.0
2011.0,KP ,Agricultural & Biological Engr ,98.0,67.0,31.0
2011.0,KP ,Agricultural Engineering ,6.0,3.0,3.0
2011.0,KP ,Bioengineering ,178.0,103.0,75.0
2011.0,KP ,Civil Engineering ,787.0,589.0,198.0
2011.0,KP ,Computer Engineering ,608.0,563.0,45.0
2011.0,KP ,Computer Science ,855.0,776.0,79.0
2011.0,KP ,Electrical Engineering ,1128.0,995.0,133.0
2011.0,KP ,Engineering Mechanics ,142.0,126.0,16.0
2011.0,KP ,Engineering Physics ,152.0,138.0,14.0
2011.0,KP ,General Engineering ,384.0,307.0,77.0
2011.0,KP ,Industrial Engineering ,183.0,139.0,44.0
2011.0,KP ,Materials Science & Engr ,379.0,294.0,85.0
2011.0,KP ,Mechanical Engineering ,775.0,679.0,94.0
2011.0,KP ,Nuclear Engineering ,44.0,37.0,7.0
2011.0,KP ,"Nuclear, Plasma, Radiolgc Engr ",163.0,145.0,18.0
2011.0,KR ,Architectural Studies ,505.0,286.0,219.0
2011.0,KR ,Art Education ,59.0,10.0,48.0
2011.0,KR ,Crafts ,12.0,2.0,10.0
2011.0,KR ,Dance ,61.0,5.0,56.0
2011.0,KR ,Graphic Design ,70.0,27.0,43.0
2011.0,KR ,History of Art ,10.0,1.0,9.0
2011.0,KR ,Industrial Design ,117.0,54.0,63.0
2011.0,KR ,Instrumental Music ,89.0,40.0,49.0
2011.0,KR ,Jazz Performance ,27.0,23.0,4.0
2011.0,KR ,Landscape Architecture ,73.0,38.0,35.0
2011.0,KR ,Music ,35.0,16.0,18.0
2011.0,KR ,Music Composition ,9.0,6.0,3.0
2011.0,KR ,Music Education ,173.0,77.0,96.0
2011.0,KR ,Music History ,5.0,2.0,3.0
2011.0,KR ,New Media ,24.0,8.0,16.0
2011.0,KR ,Open Studies ,6.0,3.0,3.0
2011.0,KR ,Painting ,43.0,11.0,32.0
2011.0,KR ,Photography ,42.0,11.0,31.0
2011.0,KR ,Sculpture ,6.0,4.0,2.0
2011.0,KR ,Theatre ,75.0,36.0,39.0
2011.0,KR ,Urban Planning ,116.0,73.0,43.0
2011.0,KR ,Voice ,30.0,7.0,23.0
2011.0,KT ,Advertising ,626.0,193.0,433.0
2011.0,KT ,Agricultural Communications ,7.0,0.0,7.0
2011.0,KT ,Broadcast Journalism ,157.0,55.0,102.0
2011.0,KT ,Media Studies ,12.0,2.0,10.0
2011.0,KT ,Media and Cinema Studies ,118.0,59.0,59.0
2011.0,KT ,News-Editorial ,169.0,46.0,123.0
2011.0,KV ,Actuarial Science ,279.0,159.0,120.0
2011.0,KV ,African American Studies ,3.0,3.0,0.0
2011.0,KV ,Anthropology ,147.0,47.0,100.0
2011.0,KV ,Astronomy ,39.0,26.0,13.0
2011.0,KV ,Atmospheric Sciences ,77.0,50.0,27.0
2011.0,KV ,Biochemistry ,142.0,84.0,58.0
2011.0,KV ,Biology ,8.0,4.0,4.0
2011.0,KV ,Chemical Engineering ,540.0,365.0,175.0
2011.0,KV ,Chemistry ,483.0,282.0,201.0
2011.0,KV ,Classics ,16.0,9.0,7.0
2011.0,KV ,Communication ,806.0,339.0,466.0
2011.0,KV ,Comparative Literature ,12.0,4.0,6.0
2011.0,KV ,E Asian Languages & Cultures ,77.0,30.0,47.0
2011.0,KV ,"Earth Systems, Env, & Society ",108.0,55.0,53.0
2011.0,KV ,"Earth, Society, & Environment ",25.0,16.0,9.0
2011.0,KV ,Economics ,687.0,477.0,210.0
2011.0,KV ,English ,577.0,176.0,400.0
2011.0,KV ,French ,50.0,14.0,36.0
2011.0,KV ,Gender and Women's Studies ,16.0,3.0,13.0
2011.0,KV ,Geography ,22.0,18.0,4.0
2011.0,KV ,Geology ,40.0,27.0,13.0
2011.0,KV ,Germanic Lang & Lit ,14.0,4.0,10.0
2011.0,KV ,Global Studies ,263.0,76.0,187.0
2011.0,KV ,History ,437.0,289.0,147.0
2011.0,KV ,History of Art ,33.0,1.0,32.0
2011.0,KV ,Individual Plans of Study ,5.0,4.0,1.0
2011.0,KV ,Integrative Biology ,439.0,194.0,245.0
2011.0,KV ,Interdisciplinary ,10.0,6.0,4.0
2011.0,KV ,International Studies ,47.0,12.0,34.0
2011.0,KV ,Italian ,3.0,2.0,1.0
2011.0,KV ,Latin American Studies ,7.0,4.0,3.0
2011.0,KV ,Latina/Latino Studies ,8.0,3.0,5.0
2011.0,KV ,Linguistics ,49.0,22.0,27.0
2011.0,KV ,Math & Computer Science ,72.0,64.0,8.0
2011.0,KV ,Mathematics ,125.0,59.0,66.0
2011.0,KV ,Molecular and Cellular Biology ,1051.0,555.0,496.0
2011.0,KV ,Philosophy ,96.0,70.0,26.0
2011.0,KV ,Physics ,242.0,209.0,33.0
2011.0,KV ,Political Science ,765.0,470.0,295.0
2011.0,KV ,Portuguese ,1.0,1.0,0.0
2011.0,KV ,Psychology ,1307.0,408.0,896.0
2011.0,KV ,Religion ,19.0,12.0,7.0
2011.0,KV ,Religious Studies ,5.0,1.0,4.0
2011.0,KV ,Rhetoric ,107.0,49.0,58.0
2011.0,KV ,Russian & E European Studies ,2.0,1.0,1.0
2011.0,KV ,Russian Lang & Literature ,3.0,1.0,2.0
2011.0,KV ,"Russian, E Eur, Eurasian St ",3.0,2.0,1.0
2011.0,KV ,Sociology ,281.0,112.0,169.0
2011.0,KV ,Spanish ,168.0,41.0,127.0
2011.0,KV ,Speech Communication ,9.0,2.0,7.0
2011.0,KV ,Statistics ,137.0,84.0,53.0
2011.0,KV ,Statistics & Computer Science ,16.0,11.0,5.0
2011.0,KV ,Teaching of French ,2.0,0.0,2.0
2011.0,KV ,Teaching of German ,1.0,0.0,1.0
2011.0,KV ,Teaching of Spanish ,26.0,3.0,23.0
2011.0,KY ,Athletic Training ,17.0,5.0,12.0
2011.0,KY ,Community Health ,565.0,143.0,420.0
2011.0,KY ,Health ,139.0,33.0,106.0
2011.0,KY ,Kinesiology ,581.0,237.0,343.0
2011.0,KY ,"Recreation, Sport, and Tourism ",325.0,217.0,108.0
2011.0,KY ,Speech & Hearing Science ,300.0,12.0,288.0
2011.0,LE ,Aviation Human Factors ,70.0,65.0,5.0
2011.0,LL ,Social Work ,107.0,11.0,96.0
2012.0,KL ,Agr & Consumer Economics ,631.0,418.0,213.0
2012.0,KL ,Agr & Environmental Cmc & Educ ,19.0,4.0,15.0
2012.0,KL ,Agr Engineering & Agr Science ,4.0,3.0,1.0
2012.0,KL ,Agric Leadership & Sci Educ ,43.0,22.0,21.0
2012.0,KL ,Agricultural & Biological Engr ,75.0,56.0,19.0
2012.0,KL ,Animal Sciences ,498.0,90.0,408.0
2012.0,KL ,Crop Sciences ,113.0,88.0,25.0
2012.0,KL ,Food Science & Human Nutrition ,429.0,98.0,331.0
2012.0,KL ,Horticulture ,34.0,21.0,13.0
2012.0,KL ,Human Development & Family St ,224.0,20.0,204.0
2012.0,KL ,Natural Resrcs & Environ Sci ,241.0,126.0,115.0
2012.0,KL ,Technical Systems Management ,201.0,183.0,18.0
2012.0,KM ,Accountancy ,962.0,514.0,448.0
2012.0,KM ,Business Administration ,1.0,1.0,0.0
2012.0,KM ,Business Process Management ,32.0,19.0,13.0
2012.0,KM ,Finance ,501.0,341.0,160.0
2012.0,KM ,Information Sys & Info Tech ,34.0,28.0,6.0
2012.0,KM ,Management ,111.0,50.0,61.0
2012.0,KM ,Marketing ,198.0,72.0,126.0
2012.0,KM ,Supply Chain Management ,58.0,33.0,25.0
2012.0,KN ,Early Childhood Education ,29.0,1.0,28.0
2012.0,KN ,Elementary Education ,244.0,19.0,225.0
2012.0,KN ,Special Education ,80.0,7.0,73.0
2012.0,KP ,Aerospace Engineering ,356.0,305.0,51.0
2012.0,KP ,Agricultural & Biological Engr ,114.0,85.0,29.0
2012.0,KP ,Agricultural Engineering ,1.0,1.0,0.0
2012.0,KP ,Bioengineering ,187.0,106.0,81.0
2012.0,KP ,Civil Engineering ,791.0,597.0,194.0
2012.0,KP ,Computer Engineering ,697.0,635.0,62.0
2012.0,KP ,Computer Science ,947.0,868.0,79.0
2012.0,KP ,Electrical Engineering ,1163.0,1021.0,142.0
2012.0,KP ,Engineering Mechanics ,122.0,110.0,12.0
2012.0,KP ,Engineering Physics ,177.0,158.0,19.0
2012.0,KP ,General Engineering ,368.0,270.0,98.0
2012.0,KP ,Industrial Engineering ,223.0,175.0,48.0
2012.0,KP ,Materials Science & Engr ,384.0,291.0,93.0
2012.0,KP ,Mechanical Engineering ,814.0,705.0,108.0
2012.0,KP ,Nuclear Engineering ,14.0,11.0,3.0
2012.0,KP ,"Nuclear, Plasma, Radiolgc Engr ",176.0,154.0,22.0
2012.0,KR ,Architectural Studies ,478.0,272.0,206.0
2012.0,KR ,Art Education ,44.0,9.0,35.0
2012.0,KR ,Crafts ,14.0,3.0,11.0
2012.0,KR ,Dance ,44.0,4.0,40.0
2012.0,KR ,Graphic Design ,76.0,27.0,49.0
2012.0,KR ,History of Art ,8.0,2.0,6.0
2012.0,KR ,Industrial Design ,110.0,55.0,55.0
2012.0,KR ,Instrumental Music ,75.0,35.0,40.0
2012.0,KR ,Jazz Performance ,22.0,20.0,2.0
2012.0,KR ,Landscape Architecture ,58.0,30.0,28.0
2012.0,KR ,Music ,34.0,15.0,19.0
2012.0,KR ,Music Composition ,5.0,5.0,0.0
2012.0,KR ,Music Education ,153.0,67.0,86.0
2012.0,KR ,Music History ,3.0,1.0,2.0
2012.0,KR ,New Media ,18.0,8.0,10.0
2012.0,KR ,Open Studies ,4.0,1.0,3.0
2012.0,KR ,Painting ,38.0,12.0,26.0
2012.0,KR ,Photography ,32.0,12.0,20.0
2012.0,KR ,Sculpture ,8.0,2.0,6.0
2012.0,KR ,Theatre ,63.0,31.0,32.0
2012.0,KR ,Urban Planning ,105.0,57.0,48.0
2012.0,KR ,Voice ,34.0,6.0,28.0
2012.0,KT ,Advertising ,603.0,169.0,434.0
2012.0,KT ,Agricultural Communications ,19.0,4.0,15.0
2012.0,KT ,Broadcast Journalism ,149.0,57.0,92.0
2012.0,KT ,Media Studies ,2.0,0.0,2.0
2012.0,KT ,Media and Cinema Studies ,114.0,57.0,56.0
2012.0,KT ,News-Editorial ,168.0,49.0,119.0
2012.0,KV ,Actuarial Science ,288.0,169.0,119.0
2012.0,KV ,African American Studies ,11.0,5.0,6.0
2012.0,KV ,Anthropology ,166.0,49.0,117.0
2012.0,KV ,Astronomy ,40.0,26.0,14.0
2012.0,KV ,Atmospheric Sciences ,72.0,50.0,22.0
2012.0,KV ,Biochemistry ,160.0,104.0,56.0
2012.0,KV ,Biology ,11.0,4.0,7.0
2012.0,KV ,Chemical Engineering ,549.0,373.0,176.0
2012.0,KV ,Chemistry ,518.0,309.0,209.0
2012.0,KV ,Classics ,18.0,9.0,9.0
2012.0,KV ,Communication ,818.0,350.0,467.0
2012.0,KV ,Comparative Literature ,8.0,6.0,2.0
2012.0,KV ,E Asian Languages & Cultures ,69.0,33.0,36.0
2012.0,KV ,"Earth Systems, Env, & Society ",36.0,20.0,16.0
2012.0,KV ,"Earth, Soc, Env Sustainability ",61.0,35.0,25.0
2012.0,KV ,"Earth, Society, & Environment ",49.0,27.0,22.0
2012.0,KV ,Economics ,721.0,503.0,218.0
2012.0,KV ,English ,504.0,155.0,348.0
2012.0,KV ,French ,38.0,9.0,29.0
2012.0,KV ,Gender and Women's Studies ,11.0,3.0,8.0
2012.0,KV ,Geography ,21.0,17.0,4.0
2012.0,KV ,Geology ,43.0,27.0,16.0
2012.0,KV ,Germanic Lang & Lit ,16.0,7.0,9.0
2012.0,KV ,Global Studies ,268.0,71.0,197.0
2012.0,KV ,History ,375.0,233.0,140.0
2012.0,KV ,History of Art ,26.0,1.0,25.0
2012.0,KV ,Individual Plans of Study ,4.0,2.0,2.0
2012.0,KV ,Integrative Biology ,443.0,178.0,265.0
